tick,player_slot,team,pos_x,pos_y,health,mana,level,gold,net_worth,hero_id,hero_name
10170,1,0,7100.0,7050.0,600,250,6,11100,12150,2,hero_1
10170,2,0,7200.0,7100.0,700,300,7,11100,12150,3,hero_2
10170,3,0,7300.0,7150.0,800,350,8,11100,12150,4,hero_3
10170,4,0,7400.0,7200.0,900,400,9,11100,12150,5,hero_4
10170,5,1,7500.0,7250.0,1000,450,5,11100,12150,6,hero_5
10170,6,1,7600.0,7300.0,1100,500,6,11100,12150,7,hero_6
10170,7,1,7700.0,7350.0,1200,550,7,11100,12150,8,hero_7
10170,8,1,7800.0,7400.0,1300,600,8,11100,12150,9,hero_8
10170,9,1,7900.0,7450.0,1400,650,9,11100,12150,10,hero_9
10200,0,0,7000.0,7000.0,500,200,5,11200,12200,1,hero_0
10200,1,0,7100.0,7050.0,600,250,6,11200,12200,2,hero_1
10200,2,0,7200.0,7100.0,700,300,7,11200,12200,3,hero_2
10200,3,0,7300.0,7150.0,800,350,8,11200,12200,4,hero_3
10200,4,0,7400.0,7200.0,900,400,9,11200,12200,5,hero_4
10200,5,1,7500.0,7250.0,1000,450,5,11200,12200,6,hero_5
10200,6,1,7600.0,7300.0,1100,500,6,11200,12200,7,hero_6
10200,7,1,7700.0,7350.0,1200,550,7,11200,12200,8,hero_7
10200,8,1,7800.0,7400.0,1300,600,8,11200,12200,9,hero_8
10200,9,1,7900.0,7450.0,1400,650,9,11200,12200,10,hero_9
10230,0,0,7000.0,7000.0,500,200,5,11200,12200,1,hero_0
10230,1,0,7100.0,7050.0,600,250,6,11200,12200,2,hero_1
10230,2,0,7200.0,7100.0,700,300,7,11200,12200,3,hero_2
10230,3,0,7300.0,7150.0,800,350,8,11200,12200,4,hero_3
10230,4,0,7400.0,7200.0,900,400,9,11200,12200,5,hero_4
10230,5,1,7500.0,7250.0,1000,450,5,11200,12200,6,hero_5
10230,6,1,7600.0,7300.0,1100,500,6,11200,12200,7,hero_6
10230,7,1,7700.0,7350.0,1200,550,7,11200,12200,8,hero_7
10230,8,1,7800.0,7400.0,1300,600,8,11200,12200,9,hero_8
10230,9,1,7900.0,7450.0,1400,650,9,11200,12200,10,hero_9
10260,0,0,7000.0,7000.0,500,200,5,11200,12250,1,hero_0
10260,1,0,7100.0,7050.0,600,250,6,11200,12250,2,hero_1
10260,2,0,7200.0,7100.0,700,300,7,11200,12250,3,hero_2
10260,3,0,7300.0,7150.0,800,350,8,11200,12250,4,hero_3
10260,4,0,7400.0,7200.0,900,400,9,11200,12250,5,hero_4
10260,5,1,7500.0,7250.0,1000,450,5,11200,12250,6,hero_5
10260,6,1,7600.0,7300.0,1100,500,6,11200,12250,7,hero_6
10260,7,1,7700.0,7350.0,1200,550,7,11200,12250,8,hero_7
10260,8,1,7800.0,7400.0,1300,600,8,11200,12250,9,hero_8
10260,9,1,7900.0,7450.0,1400,650,9,11200,12250,10,hero_9
10290,0,0,7000.0,7000.0,500,200,5,11200,12250,1,hero_0
10290,1,0,7100.0,7050.0,600,250,6,11200,12250,2,hero_1
10290,2,0,7200.0,7100.0,700,300,7,11200,12250,3,hero_2
10290,3,0,7300.0,7150.0,800,350,8,11200,12250,4,hero_3
10290,4,0,7400.0,7200.0,900,400,9,11200,12250,5,hero_4
10290,5,1,7500.0,7250.0,1000,450,5,11200,12250,6,hero_5
10290,6,1,7600.0,7300.0,1100,500,6,11200,12250,7,hero_6
10290,7,1,7700.0,7350.0,1200,550,7,11200,12250,8,hero_7
10290,8,1,7800.0,7400.0,1300,600,8,11200,12250,9,hero_8
10290,9,1,7900.0,7450.0,1400,650,9,11200,12250,10,hero_9
10320,0,0,7000.0,7000.0,500,200,5,11300,12300,1,hero_0
10320,1,0,7100.0,7050.0,600,250,6,11300,12300,2,hero_1
10320,2,0,7200.0,7100.0,700,300,7,11300,12300,3,hero_2
10320,3,0,7300.0,7150.0,800,350,8,11300,12300,4,hero_3
10320,4,0,7400.0,7200.0,900,400,9,11300,12300,5,hero_4
10320,5,1,7500.0,7250.0,1000,450,5,11300,12300,6,hero_5
10320,6,1,7600.0,7300.0,1100,500,6,11300,12300,7,hero_6
10320,7,1,7700.0,7350.0,1200,550,7,11300,12300,8,hero_7
10320,8,1,7800.0,7400.0,1300,600,8,11300,12300,9,hero_8
10320,9,1,7900.0,7450.0,1400,650,9,11300,12300,10,hero_9
10350,0,0,7000.0,7000.0,500,200,5,11300,12350,1,hero_0
10350,1,0,7100.0,7050.0,600,250,6,11300,12350,2,hero_1
10350,2,0,7200.0,7100.0,700,300,7,11300,12350,3,hero_2
10350,3,0,7300.0,7150.0,800,350,8,11300,12350,4,hero_3
10350,4,0,7400.0,7200.0,900,400,9,11300,12350,5,hero_4
10350,5,1,7500.0,7250.0,1000,450,5,11300,12350,6,hero_5
10350,6,1,7600.0,7300.0,1100,500,6,11300,12350,7,hero_6
10350,7,1,7700.0,7350.0,1200,550,7,11300,12350,8,hero_7
10350,8,1,7800.0,7400.0,1300,600,8,11300,12350,9,hero_8
10350,9,1,7900.0,7450.0,1400,650,9,11300,12350,10,hero_9
10380,0,0,7000.0,7000.0,500,200,5,11300,12350,1,hero_0
10380,1,0,7100.0,7050.0,600,250,6,11300,12350,2,hero_1
10380,2,0,7200.0,7100.0,700,300,7,11300,12350,3,hero_2
10380,3,0,7300.0,7150.0,800,350,8,11300,12350,4,hero_3
10380,4,0,7400.0,7200.0,900,400,9,11300,12350,5,hero_4
10380,5,1,7500.0,7250.0,1000,450,5,11300,12350,6,hero_5
10380,6,1,7600.0,7300.0,1100,500,6,11300,12350,7,hero_6
10380,7,1,7700.0,7350.0,1200,550,7,11300,12350,8,hero_7
10380,8,1,7800.0,7400.0,1300,600,8,11300,12350,9,hero_8
10380,9,1,7900.0,7450.0,1400,650,9,11300,12350,10,hero_9
10410,0,0,7000.0,7000.0,500,200,5,11400,12400,1,hero_0
10410,1,0,7100.0,7050.0,600,250,6,11400,12400,2,hero_1
10410,2,0,7200.0,7100.0,700,300,7,11400,12400,3,hero_2
10410,3,0,7300.0,7150.0,800,350,8,11400,12400,4,hero_3
10410,4,0,7400.0,7200.0,900,400,9,11400,12400,5,hero_4
10410,5,1,7500.0,7250.0,1000,450,5,11400,12400,6,hero_5
10410,6,1,7600.0,7300.0,1100,500,6,11400,12400,7,hero_6
10410,7,1,7700.0,7350.0,1200,550,7,11400,12400,8,hero_7
10410,8,1,7800.0,7400.0,1300,600,8,11400,12400,9,hero_8
10410,9,1,7900.0,7450.0,1400,650,9,11400,12400,10,hero_9
10440,0,0,7000.0,7000.0,500,200,5,11400,12400,1,hero_0
10440,1,0,7100.0,7050.0,600,250,6,11400,12400,2,hero_1
10440,2,0,7200.0,7100.0,700,300,7,11400,12400,3,hero_2
10440,3,0,7300.0,7150.0,800,350,8,11400,12400,4,hero_3
10440,4,0,7400.0,7200.0,900,400,9,11400,12400,5,hero_4
10440,5,1,7500.0,7250.0,1000,450,5,11400,12400,6,hero_5
10440,6,1,7600.0,7300.0,1100,500,6,11400,12400,7,hero_6
10440,7,1,7700.0,7350.0,1200,550,7,11400,12400,8,hero_7
10440,8,1,7800.0,7400.0,1300,600,8,11400,12400,9,hero_8
10440,9,1,7900.0,7450.0,1400,650,9,11400,12400,10,hero_9
10470,0,0,7000.0,7000.0,500,200,5,11400,12450,1,hero_0
10470,1,0,7100.0,7050.0,600,250,6,11400,12450,2,hero_1
10470,2,0,7200.0,7100.0,700,300,7,11400,12450,3,hero_2
10470,3,0,7300.0,7150.0,800,350,8,11400,12450,4,hero_3
10470,4,0,7400.0,7200.0,900,400,9,11400,12450,5,hero_4
10470,5,1,7500.0,7250.0,1000,450,5,11400,12450,6,hero_5
10470,6,1,7600.0,7300.0,1100,500,6,11400,12450,7,hero_6
10470,7,1,7700.0,7350.0,1200,550,7,11400,12450,8,hero_7
10470,8,1,7800.0,7400.0,1300,600,8,11400,12450,9,hero_8
10470,9,1,7900.0,7450.0,1400,650,9,11400,12450,10,hero_9
10500,0,0,7000.0,7000.0,500,200,5,11500,12500,1,hero_0
10500,1,0,7100.0,7050.0,600,250,6,11500,12500,2,hero_1
10500,2,0,7200.0,7100.0,700,300,7,11500,12500,3,hero_2
10500,3,0,7300.0,7150.0,800,350,8,11500,12500,4,hero_3
10500,4,0,7400.0,7200.0,900,400,9,11500,12500,5,hero_4
10500,5,1,7500.0,7250.0,1000,450,5,11500,12500,6,hero_5
10500,6,1,7600.0,7300.0,1100,500,6,11500,12500,7,hero_6
10500,7,1,7700.0,7350.0,1200,550,7,11500,12500,8,hero_7
10500,8,1,7800.0,7400.0,1300,600,8,11500,12500,9,hero_8
10500,9,1,7900.0,7450.0,1400,650,9,11500,12500,10,hero_9
10530,0,0,7000.0,7000.0,500,200,5,11500,12500,1,hero_0
10530,1,0,7100.0,7050.0,600,250,6,11500,12500,2,hero_1
10530,2,0,7200.0,7100.0,700,300,7,11500,12500,3,hero_2
10530,3,0,7300.0,7150.0,800,350,8,11500,12500,4,hero_3
10530,4,0,7400.0,7200.0,900,400,9,11500,12500,5,hero_4
10530,5,1,7500.0,7250.0,1000,450,5,11500,12500,6,hero_5
10530,6,1,7600.0,7300.0,1100,500,6,11500,12500,7,hero_6
10530,7,1,7700.0,7350.0,1200,550,7,11500,12500,8,hero_7
10530,8,1,7800.0,7400.0,1300,600,8,11500,12500,9,hero_8
10530,9,1,7900.0,7450.0,1400,650,9,11500,12500,10,hero_9
10560,0,0,7000.0,7000.0,500,200,5,11500,12550,1,hero_0
10560,1,0,7100.0,7050.0,600,250,6,11500,12550,2,hero_1
10560,2,0,7200.0,7100.0,700,300,7,11500,12550,3,hero_2
10560,3,0,7300.0,7150.0,800,350,8,11500,12550,4,hero_3
10560,4,0,7400.0,7200.0,900,400,9,11500,12550,5,hero_4
10560,5,1,7500.0,7250.0,1000,450,5,11500,12550,6,hero_5
10560,6,1,7600.0,7300.0,1100,500,6,11500,12550,7,hero_6
10560,7,1,7700.0,7350.0,1200,550,7,11500,12550,8,hero_7
10560,8,1,7800.0,7400.0,1300,600,8,11500,12550,9,hero_8
10560,9,1,7900.0,7450.0,1400,650,9,11500,12550,10,hero_9
10590,0,0,7000.0,7000.0,500,200,5,11500,12550,1,hero_0
10590,1,0,7100.0,7050.0,600,250,6,11500,12550,2,hero_1
10590,2,0,7200.0,7100.0,700,300,7,11500,12550,3,hero_2
10590,3,0,7300.0,7150.0,800,350,8,11500,12550,4,hero_3
10590,4,0,7400.0,7200.0,900,400,9,11500,12550,5,hero_4
10590,5,1,7500.0,7250.0,1000,450,5,11500,12550,6,hero_5
10590,6,1,7600.0,7300.0,1100,500,6,11500,12550,7,hero_6
10590,7,1,7700.0,7350.0,1200,550,7,11500,12550,8,hero_7
10590,8,1,7800.0,7400.0,1300,600,8,11500,12550,9,hero_8
10590,9,1,7900.0,7450.0,1400,650,9,11500,12550,10,hero_9
10620,0,0,7000.0,7000.0,500,200,5,11600,12600,1,hero_0
10620,1,0,7100.0,7050.0,600,250,6,11600,12600,2,hero_1
10620,2,0,7200.0,7100.0,700,300,7,11600,12600,3,hero_2
10620,3,0,7300.0,7150.0,800,350,8,11600,12600,4,hero_3
10620,4,0,7400.0,7200.0,900,400,9,11600,12600,5,hero_4
10620,5,1,7500.0,7250.0,1000,450,5,11600,12600,6,hero_5
10620,6,1,7600.0,7300.0,1100,500,6,11600,12600,7,hero_6
10620,7,1,7700.0,7350.0,1200,550,7,11600,12600,8,hero_7
10620,8,1,7800.0,7400.0,1300,600,8,11600,12600,9,hero_8
10620,9,1,7900.0,7450.0,1400,650,9,11600,12600,10,hero_9
10650,0,0,7000.0,7000.0,500,200,5,11600,12650,1,hero_0
10650,1,0,7100.0,7050.0,600,250,6,11600,12650,2,hero_1
10650,2,0,7200.0,7100.0,700,300,7,11600,12650,3,hero_2
10650,3,0,7300.0,7150.0,800,350,8,11600,12650,4,hero_3
10650,4,0,7400.0,7200.0,900,400,9,11600,12650,5,hero_4
10650,5,1,7500.0,7250.0,1000,450,5,11600,12650,6,hero_5
10650,6,1,7600.0,7300.0,1100,500,6,11600,12650,7,hero_6
10650,7,1,7700.0,7350.0,1200,550,7,11600,12650,8,hero_7
10650,8,1,7800.0,7400.0,1300,600,8,11600,12650,9,hero_8
10650,9,1,7900.0,7450.0,1400,650,9,11600,12650,10,hero_9
10680,0,0,7000.0,7000.0,500,200,5,11600,12650,1,hero_0
10680,1,0,7100.0,7050.0,600,250,6,11600,12650,2,hero_1
10680,2,0,7200.0,7100.0,700,300,7,11600,12650,3,hero_2
10680,3,0,7300.0,7150.0,800,350,8,11600,12650,4,hero_3
10680,4,0,7400.0,7200.0,900,400,9,11600,12650,5,hero_4
10680,5,1,7500.0,7250.0,1000,450,5,11600,12650,6,hero_5
10680,6,1,7600.0,7300.0,1100,500,6,11600,12650,7,hero_6
10680,7,1,7700.0,7350.0,1200,550,7,11600,12650,8,hero_7
10680,8,1,7800.0,7400.0,1300,600,8,11600,12650,9,hero_8
10680,9,1,7900.0,7450.0,1400,650,9,11600,12650,10,hero_9
10710,0,0,7000.0,7000.0,500,200,5,11700,12700,1,hero_0
10710,1,0,7100.0,7050.0,600,250,6,11700,12700,2,hero_1
10710,2,0,7200.0,7100.0,700,300,7,11700,12700,3,hero_2
10710,3,0,7300.0,7150.0,800,350,8,11700,12700,4,hero_3
10710,4,0,7400.0,7200.0,900,400,9,11700,12700,5,hero_4
10710,5,1,7500.0,7250.0,1000,450,5,11700,12700,6,hero_5
10710,6,1,7600.0,7300.0,1100,500,6,11700,12700,7,hero_6
10710,7,1,7700.0,7350.0,1200,550,7,11700,12700,8,hero_7
10710,8,1,7800.0,7400.0,1300,600,8,11700,12700,9,hero_8
10710,9,1,7900.0,7450.0,1400,650,9,11700,12700,10,hero_9
10740,0,0,7000.0,7000.0,500,200,5,11700,12700,1,hero_0
10740,1,0,7100.0,7050.0,600,250,6,11700,12700,2,hero_1
10740,2,0,7200.0,7100.0,700,300,7,11700,12700,3,hero_2
10740,3,0,7300.0,7150.0,800,350,8,11700,12700,4,hero_3
10740,4,0,7400.0,7200.0,900,400,9,11700,12700,5,hero_4
10740,5,1,7500.0,7250.0,1000,450,5,11700,12700,6,hero_5
10740,6,1,7600.0,7300.0,1100,500,6,11700,12700,7,hero_6
10740,7,1,7700.0,7350.0,1200,550,7,11700,12700,8,hero_7
10740,8,1,7800.0,7400.0,1300,600,8,11700,12700,9,hero_8
10740,9,1,7900.0,7450.0,1400,650,9,11700,12700,10,hero_9
10770,0,0,7000.0,7000.0,500,200,5,11700,12750,1,hero_0
10770,1,0,7100.0,7050.0,600,250,6,11700,12750,2,hero_1
10770,2,0,7200.0,7100.0,700,300,7,11700,12750,3,hero_2
10770,3,0,7300.0,7150.0,800,350,8,11700,12750,4,hero_3
10770,4,0,7400.0,7200.0,900,400,9,11700,12750,5,hero_4
10770,5,1,7500.0,7250.0,1000,450,5,11700,12750,6,hero_5
10770,6,1,7600.0,7300.0,1100,500,6,11700,12750,7,hero_6
10770,7,1,7700.0,7350.0,1200,550,7,11700,12750,8,hero_7
10770,8,1,7800.0,7400.0,1300,600,8,11700,12750,9,hero_8
10770,9,1,7900.0,7450.0,1400,650,9,11700,12750,10,hero_9
10800,0,0,7000.0,7000.0,500,200,5,11800,12800,1,hero_0
10800,1,0,7100.0,7050.0,600,250,6,11800,12800,2,hero_1
10800,2,0,7200.0,7100.0,700,300,7,11800,12800,3,hero_2
10800,3,0,7300.0,7150.0,800,350,8,11800,12800,4,hero_3
10800,4,0,7400.0,7200.0,900,400,9,11800,12800,5,hero_4
10800,5,1,7500.0,7250.0,1000,450,5,11800,12800,6,hero_5
10800,6,1,7600.0,7300.0,1100,500,6,11800,12800,7,hero_6
10800,7,1,7700.0,7350.0,1200,550,7,11800,12800,8,hero_7
10800,8,1,7800.0,7400.0,1300,600,8,11800,12800,9,hero_8
10800,9,1,7900.0,7450.0,1400,650,9,11800,12800,10,hero_9
10830,0,0,7000.0,7000.0,500,200,5,11800,12800,1,hero_0
10830,1,0,7100.0,7050.0,600,250,6,11800,12800,2,hero_1
10830,2,0,7200.0,7100.0,700,300,7,11800,12800,3,hero_2
10830,3,0,7300.0,7150.0,800,350,8,11800,12800,4,hero_3
10830,4,0,7400.0,7200.0,900,400,9,11800,12800,5,hero_4
10830,5,1,7500.0,7250.0,1000,450,5,11800,12800,6,hero_5
10830,6,1,7600.0,7300.0,1100,500,6,11800,12800,7,hero_6
10830,7,1,7700.0,7350.0,1200,550,7,11800,12800,8,hero_7
10830,8,1,7800.0,7400.0,1300,600,8,11800,12800,9,hero_8
10830,9,1,7900.0,7450.0,1400,650,9,11800,12800,10,hero_9
10860,0,0,7000.0,7000.0,500,200,5,11800,12850,1,hero_0
10860,1,0,7100.0,7050.0,600,250,6,11800,12850,2,hero_1
10860,2,0,7200.0,7100.0,700,300,7,11800,12850,3,hero_2
10860,3,0,7300.0,7150.0,800,350,8,11800,12850,4,hero_3
10860,4,0,7400.0,7200.0,900,400,9,11800,12850,5,hero_4
10860,5,1,7500.0,7250.0,1000,450,5,11800,12850,6,hero_5
10860,6,1,7600.0,7300.0,1100,500,6,11800,12850,7,hero_6
10860,7,1,7700.0,7350.0,1200,550,7,11800,12850,8,hero_7
10860,8,1,7800.0,7400.0,1300,600,8,11800,12850,9,hero_8
10860,9,1,7900.0,7450.0,1400,650,9,11800,12850,10,hero_9
10890,0,0,7000.0,7000.0,500,200,5,11800,12850,1,hero_0
10890,1,0,7100.0,7050.0,600,250,6,11800,12850,2,hero_1
10890,2,0,7200.0,7100.0,700,300,7,11800,12850,3,hero_2
10890,3,0,7300.0,7150.0,800,350,8,11800,12850,4,hero_3
10890,4,0,7400.0,7200.0,900,400,9,11800,12850,5,hero_4
10890,5,1,7500.0,7250.0,1000,450,5,11800,12850,6,hero_5
10890,6,1,7600.0,7300.0,1100,500,6,11800,12850,7,hero_6
10890,7,1,7700.0,7350.0,1200,550,7,11800,12850,8,hero_7
10890,8,1,7800.0,7400.0,1300,600,8,11800,12850,9,hero_8
10890,9,1,7900.0,7450.0,1400,650,9,11800,12850,10,hero_9
10920,0,0,7000.0,7000.0,500,200,5,11900,12900,1,hero_0
10920,1,0,7100.0,7050.0,600,250,6,11900,12900,2,hero_1
10920,2,0,7200.0,7100.0,700,300,7,11900,12900,3,hero_2
10920,3,0,7300.0,7150.0,800,350,8,11900,12900,4,hero_3
10920,4,0,7400.0,7200.0,900,400,9,11900,12900,5,hero_4
10920,5,1,7500.0,7250.0,1000,450,5,11900,12900,6,hero_5
10920,6,1,7600.0,7300.0,1100,500,6,11900,12900,7,hero_6
10920,7,1,7700.0,7350.0,1200,550,7,11900,12900,8,hero_7
10920,8,1,7800.0,7400.0,1300,600,8,11900,12900,9,hero_8
10920,9,1,7900.0,7450.0,1400,650,9,11900,12900,10,hero_9
10950,0,0,7000.0,7000.0,500,200,5,11900,12950,1,hero_0
10950,1,0,7100.0,7050.0,600,250,6,11900,12950,2,hero_1
10950,2,0,7200.0,7100.0,700,300,7,11900,12950,3,hero_2
10950,3,0,7300.0,7150.0,800,350,8,11900,12950,4,hero_3
10950,4,0,7400.0,7200.0,900,400,9,11900,12950,5,hero_4
10950,5,1,7500.0,7250.0,1000,450,5,11900,12950,6,hero_5
10950,6,1,7600.0,7300.0,1100,500,6,11900,12950,7,hero_6
10950,7,1,7700.0,7350.0,1200,550,7,11900,12950,8,hero_7
10950,8,1,7800.0,7400.0,1300,600,8,11900,12950,9,hero_8
10950,9,1,7900.0,7450.0,1400,650,9,11900,12950,10,hero_9
10980,0,0,7000.0,7000.0,500,200,5,11900,12950,1,hero_0
10980,1,0,7100.0,7050.0,600,250,6,11900,12950,2,hero_1
10980,2,0,7200.0,7100.0,700,300,7,11900,12950,3,hero_2
10980,3,0,7300.0,7150.0,800,350,8,11900,12950,4,hero_3
10980,4,0,7400.0,7200.0,900,400,9,11900,12950,5,hero_4
10980,5,1,7500.0,7250.0,1000,450,5,11900,12950,6,hero_5
10980,6,1,7600.0,7300.0,1100,500,6,11900,12950,7,hero_6
10980,7,1,7700.0,7350.0,1200,550,7,11900,12950,8,hero_7
10980,8,1,7800.0,7400.0,1300,600,8,11900,12950,9,hero_8
10980,9,1,7900.0,7450.0,1400,650,9,11900,12950,10,hero_9
11010,0,0,7000.0,7000.0,500,200,5,12000,13000,1,hero_0
11010,1,0,7100.0,7050.0,600,250,6,12000,13000,2,hero_1
11010,2,0,7200.0,7100.0,700,300,7,12000,13000,3,hero_2
11010,3,0,7300.0,7150.0,800,350,8,12000,13000,4,hero_3
11010,4,0,7400.0,7200.0,900,400,9,12000,13000,5,hero_4
11010,5,1,7500.0,7250.0,1000,450,5,12000,13000,6,hero_5
11010,6,1,7600.0,7300.0,1100,500,6,12000,13000,7,hero_6
11010,7,1,7700.0,7350.0,1200,550,7,12000,13000,8,hero_7
11010,8,1,7800.0,7400.0,1300,600,8,12000,13000,9,hero_8
11010,9,1,7900.0,7450.0,1400,650,9,12000,13000,10,hero_9
11040,0,0,7000.0,7000.0,500,200,5,12000,13000,1,hero_0
11040,1,0,7100.0,7050.0,600,250,6,12000,13000,2,hero_1
11040,2,0,7200.0,7100.0,700,300,7,12000,13000,3,hero_2
11040,3,0,7300.0,7150.0,800,350,8,12000,13000,4,hero_3
11040,4,0,7400.0,7200.0,900,400,9,12000,13000,5,hero_4
11040,5,1,7500.0,7250.0,1000,450,5,12000,13000,6,hero_5
11040,6,1,7600.0,7300.0,1100,500,6,12000,13000,7,hero_6
11040,7,1,7700.0,7350.0,1200,550,7,12000,13000,8,hero_7
11040,8,1,7800.0,7400.0,1300,600,8,12000,13000,9,hero_8
11040,9,1,7900.0,7450.0,1400,650,9,12000,13000,10,hero_9
11070,0,0,7000.0,7000.0,500,200,5,12000,13050,1,hero_0
11070,1,0,7100.0,7050.0,600,250,6,12000,13050,2,hero_1
11070,2,0,7200.0,7100.0,700,300,7,12000,13050,3,hero_2
11070,3,0,7300.0,7150.0,800,350,8,12000,13050,4,hero_3
11070,4,0,7400.0,7200.0,900,400,9,12000,13050,5,hero_4
11070,5,1,7500.0,7250.0,1000,450,5,12000,13050,6,hero_5
11070,6,1,7600.0,7300.0,1100,500,6,12000,13050,7,hero_6
11070,7,1,7700.0,7350.0,1200,550,7,12000,13050,8,hero_7
11070,8,1,7800.0,7400.0,1300,600,8,12000,13050,9,hero_8
11070,9,1,7900.0,7450.0,1400,650,9,12000,13050,10,hero_9
11100,0,0,7000.0,7000.0,500,200,5,12100,13100,1,hero_0
11100,1,0,7100.0,7050.0,600,250,6,12100,13100,2,hero_1
11100,2,0,7200.0,7100.0,700,300,7,12100,13100,3,hero_2
11100,3,0,7300.0,7150.0,800,350,8,12100,13100,4,hero_3
11100,4,0,7400.0,7200.0,900,400,9,12100,13100,5,hero_4
11100,5,1,7500.0,7250.0,1000,450,5,12100,13100,6,hero_5
11100,6,1,7600.0,7300.0,1100,500,6,12100,13100,7,hero_6
11100,7,1,7700.0,7350.0,1200,550,7,12100,13100,8,hero_7
11100,8,1,7800.0,7400.0,1300,600,8,12100,13100,9,hero_8
11100,9,1,7900.0,7450.0,1400,650,9,12100,13100,10,hero_9
11130,0,0,7000.0,7000.0,500,200,5,12100,13100,1,hero_0
11130,1,0,7100.0,7050.0,600,250,6,12100,13100,2,hero_1
11130,2,0,7200.0,7100.0,700,300,7,12100,13100,3,hero_2
11130,3,0,7300.0,7150.0,800,350,8,12100,13100,4,hero_3
11130,4,0,7400.0,7200.0,900,400,9,12100,13100,5,hero_4
11130,5,1,7500.0,7250.0,1000,450,5,12100,13100,6,hero_5
11130,6,1,7600.0,7300.0,1100,500,6,12100,13100,7,hero_6
11130,7,1,7700.0,7350.0,1200,550,7,12100,13100,8,hero_7
11130,8,1,7800.0,7400.0,1300,600,8,12100,13100,9,hero_8
11130,9,1,7900.0,7450.0,1400,650,9,12100,13100,10,hero_9
11160,0,0,7000.0,7000.0,500,200,5,12100,13150,1,hero_0
11160,1,0,7100.0,7050.0,600,250,6,12100,13150,2,hero_1
11160,2,0,7200.0,7100.0,700,300,7,12100,13150,3,hero_2
11160,3,0,7300.0,7150.0,800,350,8,12100,13150,4,hero_3
11160,4,0,7400.0,7200.0,900,400,9,12100,13150,5,hero_4
11160,5,1,7500.0,7250.0,1000,450,5,12100,13150,6,hero_5
11160,6,1,7600.0,7300.0,1100,500,6,12100,13150,7,hero_6
11160,7,1,7700.0,7350.0,1200,550,7,12100,13150,8,hero_7
11160,8,1,7800.0,7400.0,1300,600,8,12100,13150,9,hero_8
11160,9,1,7900.0,7450.0,1400,650,9,12100,13150,10,hero_9
11190,0,0,7000.0,7000.0,500,200,5,12100,13150,1,hero_0
11190,1,0,7100.0,7050.0,600,250,6,12100,13150,2,hero_1
11190,2,0,7200.0,7100.0,700,300,7,12100,13150,3,hero_2
11190,3,0,7300.0,7150.0,800,350,8,12100,13150,4,hero_3
11190,4,0,7400.0,7200.0,900,400,9,12100,13150,5,hero_4
11190,5,1,7500.0,7250.0,1000,450,5,12100,13150,6,hero_5
11190,6,1,7600.0,7300.0,1100,500,6,12100,13150,7,hero_6
11190,7,1,7700.0,7350.0,1200,550,7,12100,13150,8,hero_7
11190,8,1,7800.0,7400.0,1300,600,8,12100,13150,9,hero_8
11190,9,1,7900.0,7450.0,1400,650,9,12100,13150,10,hero_9
11220,0,0,7000.0,7000.0,500,200,5,12200,13200,1,hero_0
11220,1,0,7100.0,7050.0,600,250,6,12200,13200,2,hero_1
11220,2,0,7200.0,7100.0,700,300,7,12200,13200,3,hero_2
11220,3,0,7300.0,7150.0,800,350,8,12200,13200,4,hero_3
11220,4,0,7400.0,7200.0,900,400,9,12200,13200,5,hero_4
11220,5,1,7500.0,7250.0,1000,450,5,12200,13200,6,hero_5
11220,6,1,7600.0,7300.0,1100,500,6,12200,13200,7,hero_6
11220,7,1,7700.0,7350.0,1200,550,7,12200,13200,8,hero_7
11220,8,1,7800.0,7400.0,1300,600,8,12200,13200,9,hero_8
11220,9,1,7900.0,7450.0,1400,650,9,12200,13200,10,hero_9
11250,0,0,7000.0,7000.0,500,200,5,12200,13250,1,hero_0
11250,1,0,7100.0,7050.0,600,250,6,12200,13250,2,hero_1
11250,2,0,7200.0,7100.0,700,300,7,12200,13250,3,hero_2
11250,3,0,7300.0,7150.0,800,350,8,12200,13250,4,hero_3
11250,4,0,7400.0,7200.0,900,400,9,12200,13250,5,hero_4
11250,5,1,7500.0,7250.0,1000,450,5,12200,13250,6,hero_5
11250,6,1,7600.0,7300.0,1100,500,6,12200,13250,7,hero_6
11250,7,1,7700.0,7350.0,1200,550,7,12200,13250,8,hero_7
11250,8,1,7800.0,7400.0,1300,600,8,12200,13250,9,hero_8
11250,9,1,7900.0,7450.0,1400,650,9,12200,13250,10,hero_9
11280,0,0,7000.0,7000.0,500,200,5,12200,13250,1,hero_0
11280,1,0,7100.0,7050.0,600,250,6,12200,13250,2,hero_1
11280,2,0,7200.0,7100.0,700,300,7,12200,13250,3,hero_2
11280,3,0,7300.0,7150.0,800,350,8,12200,13250,4,hero_3
11280,4,0,7400.0,7200.0,900,400,9,12200,13250,5,hero_4
11280,5,1,7500.0,7250.0,1000,450,5,12200,13250,6,hero_5
11280,6,1,7600.0,7300.0,1100,500,6,12200,13250,7,hero_6
11280,7,1,7700.0,7350.0,1200,550,7,12200,13250,8,hero_7
11280,8,1,7800.0,7400.0,1300,600,8,12200,13250,9,hero_8
11280,9,1,7900.0,7450.0,1400,650,9,12200,13250,10,hero_9
11310,0,0,7000.0,7000.0,500,200,5,12300,13300,1,hero_0
11310,1,0,7100.0,7050.0,600,250,6,12300,13300,2,hero_1
11310,2,0,7200.0,7100.0,700,300,7,12300,13300,3,hero_2
