tick,hero_name,x,y,hp
13593,DoomBringer,22383.41,11285.28,1144
13599,Alchemist,22307.66,10682.31,619
13601,Disruptor,11272.25,20014.03,585
13615,Jakiro,21473.22,10459.97,400
13619,WitchDoctor,9971.03,20194.69,498
13637,Mars,10474.0,20714.34,308
13641,Bloodseeker,10717.44,20763.97,698
13643,Magnataur,15818.81,15764.06,826
13643,Venomancer,22236.34,11127.94,567
13653,DoomBringer,22637.06,11478.84,1139
13657,QueenOfPain,15627.41,15130.62,530
13659,Alchemist,22055.47,10266.75,632
13675,Disruptor,10928.72,20152.19,557
13691,WitchDoctor,10501.78,20049.66,561
13691,Jakiro,21793.06,10857.03,403
13697,Mars,11057.97,20327.94,56
13703,Venomancer,22322.66,11653.75,572
13707,Magnataur,15835.31,15955.47,778
13719,Alchemist,22411.31,10723.69,655
13719,DoomBringer,22398.06,11731.88,1144
13721,Bloodseeker,10600.62,20646.44,707
13749,Disruptor,10933.41,20110.94,310
13753,Jakiro,21410.62,10792.31,410
13759,QueenOfPain,15448.12,15351.75,523
13761,Mars,11371.69,19997.06,51
13765,Venomancer,22382.03,12038.56,501
13767,Magnataur,15820.81,16200.12,749
13779,Alchemist,22214.12,11200.75,678
13783,DoomBringer,22412.81,11604.16,1115
13791,Bloodseeker,10621.28,19924.16,715
13813,Jakiro,21209.0,10840.69,411
13821,Mars,11987.34,19996.47,43
13825,Venomancer,21890.69,12136.03,480
13827,Disruptor,11027.97,20351.47,147
13829,Magnataur,16147.12,16133.06,742
13831,WitchDoctor,10548.38,19938.12,306
13831,QueenOfPain,15474.69,15694.41,551
13839,Alchemist,22263.22,10970.22,697
13851,DoomBringer,22243.12,11399.09,1089
13877,Jakiro,20866.47,11027.16,427
13885,Venomancer,21710.81,12085.72,470
13889,Magnataur,16770.25,16145.09,750
13889,Disruptor,11059.84,20808.34,103
13913,WitchDoctor,10854.09,19942.62,191
13917,Bloodseeker,10794.78,19975.28,810
13923,Alchemist,22399.94,10805.88,709
13927,DoomBringer,22288.75,11511.94,1073
13937,Jakiro,21036.78,10534.22,449
13945,Venomancer,21458.91,12010.66,489
13949,Magnataur,17371.0,15899.0,744
13951,Mars,8992.91,9649.84,106
13967,QueenOfPain,15436.69,15697.5,572
13973,WitchDoctor,10738.59,19369.56,52
13987,Alchemist,22360.03,11279.56,718
13987,DoomBringer,22236.38,11599.22,1116
13997,Jakiro,20487.56,10394.09,472
14005,Venomancer,21808.97,12279.47,508
14011,Bloodseeker,10687.16,19267.34,890
14013,Magnataur,17483.97,15303.53,737
14017,Mars,9402.62,9960.25,222
14047,Alchemist,22048.88,10728.84,726
14057,Jakiro,19833.88,10262.06,493
14057,DoomBringer,22226.78,11427.69,1131
14067,Venomancer,21674.91,12485.16,528
14071,Bloodseeker,10298.56,19902.84,873
14073,Magnataur,16851.28,15529.19,730
14089,Mars,9562.53,10280.53,350
14101,QueenOfPain,15482.69,15780.53,562
14107,Alchemist,22448.88,10875.19,735
14117,Jakiro,20102.19,10288.31,514
14129,DoomBringer,22609.16,11451.28,1121
14131,Venomancer,21755.06,12171.31,549
14133,Magnataur,16260.34,15893.22,723
14141,Bloodseeker,10239.53,19693.06,890
14175,Alchemist,22429.0,10946.69,744
14177,Jakiro,20726.81,10407.19,536
14179,Mars,9562.53,10280.53,509
14191,Venomancer,22042.56,12121.22,568
14193,Magnataur,15971.31,16370.16,626
14199,DoomBringer,22304.25,11272.78,1123
14201,Bloodseeker,10930.91,20242.91,890
14203,QueenOfPain,15535.28,15971.41,578
14237,Jakiro,20838.34,10879.75,558
14241,Alchemist,22091.16,10980.34,754
14251,Venomancer,22069.91,11562.22,582
14253,Magnataur,15507.03,16556.19,587
14269,Mars,9562.53,10280.53,668
14271,DoomBringer,22395.5,11135.94,1111
14295,QueenOfPain,15446.0,16438.53,423
14295,Bloodseeker,11173.0,20220.19,890
14297,Jakiro,21258.62,11346.91,579
14303,Alchemist,22051.69,10695.66,762
14317,Venomancer,22129.56,11160.69,588
14335,Mars,9670.72,10589.53,785
14341,DoomBringer,22540.0,11338.97,1115
14345,Magnataur,16339.91,16682.09,308
14363,Alchemist,22115.56,11167.25,723
14363,Bloodseeker,10495.16,19803.97,890
14365,QueenOfPain,15379.03,17135.81,254
14381,Jakiro,21765.41,11408.28,594
14385,Venomancer,22190.97,11556.19,441
14395,Mars,9668.69,11239.41,891
14405,Magnataur,16575.72,16989.44,346
14409,DoomBringer,22302.53,11259.38,1120
14425,QueenOfPain,15026.12,17331.09,261
14443,Bloodseeker,10574.25,19646.72,890
14447,Alchemist,22203.28,11446.34,570
14455,Mars,9721.22,11866.94,941
14479,Magnataur,16524.72,16615.81,329
14481,Jakiro,21895.5,11695.25,527
14483,DoomBringer,22220.09,11378.28,932
14487,QueenOfPain,15106.12,17151.44,295
14515,Mars,9766.56,12480.0,954
14527,Alchemist,22397.53,11501.69,405
14543,DoomBringer,22335.19,11897.03,729
14543,Bloodseeker,10489.25,19804.19,890
14547,QueenOfPain,15481.62,16709.44,356
14565,Jakiro,22043.0,11943.09,458
14575,Mars,9962.56,13089.38,968
14579,Magnataur,16815.28,16481.19,339
14585,Disruptor,22370.47,13395.69,736
14593,Alchemist,22315.47,11150.75,346
14605,DoomBringer,22053.0,12089.88,732
14607,QueenOfPain,15899.0,16359.28,421
14635,Jakiro,21834.97,11550.78,329
14635,Mars,9992.03,13737.12,978
14645,Disruptor,22022.66,12923.47,736
14653,Alchemist,22231.59,11010.88,342
14659,Bloodseeker,10313.28,19822.56,890
14661,Magnataur,17073.09,16723.59,392
14669,DoomBringer,21889.09,11541.97,736
14681,QueenOfPain,16070.06,16454.19,555
14695,Mars,10039.72,14384.09,978
14703,Jakiro,21723.38,10947.97,269
14705,Disruptor,21854.28,12380.12,736
14713,Alchemist,22203.5,10508.47,343
14723,Magnataur,16755.81,16496.22,332
14739,Bloodseeker,10458.0,19756.75,890
14741,DoomBringer,21728.09,11108.5,735
14755,QueenOfPain,16428.62,16329.56,328
14755,Mars,10113.34,15027.22,978
14775,Alchemist,21954.88,10537.16,344
14783,Jakiro,21677.66,10741.31,97
14787,Disruptor,21715.94,11862.41,736
14809,Magnataur,16672.94,16400.03,74
14815,Mars,10159.12,15675.06,978
14817,Bloodseeker,10445.22,19637.03,890
14825,DoomBringer,21817.47,11065.22,585
14837,Alchemist,21848.22,10200.16,343
14847,Disruptor,21704.56,11918.03,736
14849,QueenOfPain,16447.16,16213.69,131
14851,WitchDoctor,21460.91,10730.56,714
14869,Magnataur,17137.38,16789.03,40
14875,Mars,10153.0,16324.5,978
14885,DoomBringer,21922.38,11510.91,575
14889,Bloodseeker,10256.03,20388.84,934
14901,Alchemist,21747.44,10502.44,347
14907,Disruptor,22271.19,12020.47,736
14927,QueenOfPain,17725.34,16799.62,207
14933,WitchDoctor,21746.31,11013.12,696
14935,Mars,10181.09,16973.78,978
14945,DoomBringer,21863.09,12029.0,517
14967,Disruptor,22718.16,11919.94,736
14981,Alchemist,21961.06,10679.97,361
14987,QueenOfPain,17632.22,16400.44,81
14991,Bloodseeker,10046.06,19916.09,934
14993,WitchDoctor,21600.91,11417.34,676
14995,Mars,10226.94,17622.09,978
15007,DoomBringer,21911.91,12564.12,501
15027,Disruptor,22916.5,12123.47,736
15041,Alchemist,21847.31,10922.84,371
15047,QueenOfPain,17466.12,15854.53,24
15053,WitchDoctor,21084.0,11185.53,682
15055,Mars,10259.16,18269.56,978
15067,DoomBringer,21461.34,12644.34,477
15087,Disruptor,23488.25,12017.0,736
15091,Bloodseeker,10504.53,20046.03,934
15107,QueenOfPain,17082.75,15557.41,31
15113,WitchDoctor,21387.91,10707.62,731
15115,Mars,10344.72,18906.44,978
15123,Alchemist,21791.56,10900.25,383
15129,DoomBringer,21915.91,12513.97,473
15157,Disruptor,23987.78,11759.22,736
15167,QueenOfPain,16504.41,15600.94,38
15173,WitchDoctor,21850.72,10337.56,740
15175,Mars,10229.44,19545.94,978
15189,DoomBringer,22466.84,12332.94,452
15195,Bloodseeker,10332.22,20134.88,934
15217,Disruptor,24322.84,11291.06,736
15227,QueenOfPain,15931.88,15643.0,49
15233,WitchDoctor,21515.12,9989.03,748
15243,Mars,10045.0,19485.75,921
15249,DoomBringer,22353.56,11787.94,479
15277,Disruptor,24425.25,10756.97,736
15279,Alchemist,21784.62,10971.84,405
15281,Bloodseeker,10379.34,19813.12,928
15287,QueenOfPain,15592.44,15249.75,57
15293,WitchDoctor,21876.16,10080.47,756
15309,DoomBringer,22087.25,11288.12,507
15315,Mars,9969.22,19503.41,931
15337,Disruptor,24143.44,10390.78,736
15347,QueenOfPain,15269.72,14795.66,67
15349,Bloodseeker,10270.5,20144.91,933
15353,WitchDoctor,22365.81,10367.5,758
15363,Venomancer,22281.12,13210.12,742
15367,Alchemist,22008.38,10985.88,417
15369,DoomBringer,22535.66,11472.94,535
15397,Disruptor,24347.0,10663.0,736
15409,Mars,10316.62,19630.97,945
15413,QueenOfPain,15760.56,13303.88,77
15413,Bloodseeker,10102.12,20091.41,934
15415,WitchDoctor,22762.81,10192.25,758
15423,Venomancer,21922.25,12797.12,742
15427,Alchemist,22098.44,11011.28,426
15431,DoomBringer,22563.75,11610.0,564
15457,Disruptor,24246.84,10972.41,736
15473,QueenOfPain,16169.78,12890.66,85
15483,Venomancer,21939.66,12246.59,742
15487,Mars,10233.25,19187.44,880
15491,DoomBringer,22621.88,11367.19,591
15515,Alchemist,22293.12,10803.22,438
15517,Disruptor,23662.16,11005.5,736
15519,WitchDoctor,22651.59,10304.75,758
15525,Bloodseeker,10238.59,19382.91,934
15533,QueenOfPain,16552.53,12455.81,93
15543,Venomancer,22046.06,11729.19,742
15551,DoomBringer,22445.47,11300.12,560
15557,Mars,10052.84,19112.5,827
15575,Alchemist,22013.56,10803.22,447
15579,WitchDoctor,22998.81,10534.97,758
15585,Bloodseeker,10208.28,19424.38,893
15593,QueenOfPain,16854.53,11941.69,96
15605,Disruptor,23244.69,10943.0,736
15607,Venomancer,21994.34,11191.28,735
15611,DoomBringer,22327.44,11237.31,549
15617,Jakiro,21095.16,11225.72,830
15635,Alchemist,21853.78,10455.53,395
15645,Mars,10333.78,19107.66,700
15659,Bloodseeker,10559.53,19380.66,889
15661,QueenOfPain,16666.62,12242.56,150
15673,Disruptor,22812.84,10762.03,671
15679,DoomBringer,22603.09,11028.03,416
15689,WitchDoctor,22850.31,11048.34,758
15689,Venomancer,21965.31,10862.62,460
15695,Alchemist,22072.44,10684.38,15
15713,Jakiro,21664.69,11222.16,830
15717,Mars,10065.38,19100.84,702
15721,QueenOfPain,16317.88,12688.5,226
15739,Bloodseeker,10005.25,19465.69,830
15743,Magnataur,16095.84,16487.09,956
15763,DoomBringer,22744.97,11162.47,124
15771,Venomancer,22011.03,10939.84,158
15781,QueenOfPain,15885.03,13108.09,303
15791,Mars,10201.22,19212.41,636
15801,Disruptor,22881.97,10989.09,685
15807,WitchDoctor,22843.72,11446.34,557
15815,Bloodseeker,10263.03,19423.25,759
15833,Jakiro,21965.91,11299.75,874
15841,QueenOfPain,15616.47,13716.88,371
15853,Magnataur,16007.59,15949.69,956
15873,Disruptor,23218.28,11407.28,635
15875,Mars,9967.94,18850.75,583
15879,WitchDoctor,22504.19,11521.81,374
15883,Bloodseeker,10414.62,19579.12,727
15893,Jakiro,22345.97,11609.12,874
15901,QueenOfPain,15570.38,14350.75,379
15935,Mars,9999.91,19053.56,593
15947,Disruptor,23385.62,11866.12,643
15953,Bloodseeker,10429.31,19691.16,728
15959,Jakiro,22815.5,12055.22,757
15961,QueenOfPain,15660.81,14985.53,388
15967,WitchDoctor,22026.75,11562.22,349
15995,Mars,10000.84,18974.69,603
16007,Disruptor,23765.72,11862.59,601
16013,Magnataur,16235.47,15631.44,956
16033,Bloodseeker,9981.97,19318.31,781
16041,QueenOfPain,15560.91,15373.44,385
16043,Jakiro,23335.88,12014.84,766
16045,WitchDoctor,22438.03,11828.69,369
16067,Disruptor,24014.78,11745.31,410
16075,Magnataur,16630.38,15488.0,904
16089,Mars,10047.84,18907.31,619
16097,Bloodseeker,10263.59,19409.5,825
16105,WitchDoctor,22946.0,12121.81,390
16127,Disruptor,24156.81,11557.06,151
16139,QueenOfPain,15385.28,15589.62,356
16139,Magnataur,16619.25,15475.34,884
16141,Jakiro,23812.88,11824.31,778
16151,Mars,9899.53,18564.06,630
16163,Bloodseeker,9869.97,18986.81,876
16165,WitchDoctor,23513.66,11947.94,410
16199,Magnataur,16088.69,15759.28,864
16211,Mars,10061.28,17993.09,641
16217,Jakiro,23850.0,11506.66,787
16223,Bloodseeker,9883.78,18004.12,884
16225,WitchDoctor,23461.28,11953.38,431
16227,QueenOfPain,14977.91,15619.97,357
16267,Magnataur,15879.25,16007.5,874
16271,Mars,10030.5,17593.66,651
16277,Jakiro,23221.59,11505.03,794
16283,Bloodseeker,9701.72,17773.44,860
16285,WitchDoctor,22970.09,12432.0,451
16301,QueenOfPain,15262.78,15549.38,212
16335,Mars,9890.59,18035.59,651
16343,Magnataur,16070.19,15959.09,856
16347,Bloodseeker,9689.56,18122.62,804
16357,WitchDoctor,22909.44,12442.56,475
16367,QueenOfPain,15592.44,15360.59,224
16371,Venomancer,23190.25,22278.94,692
16389,Jakiro,22757.0,11626.44,807
16407,Bloodseeker,9947.31,18854.09,812
16413,Magnataur,16221.16,16150.91,775
16417,WitchDoctor,22537.62,12117.22,496
16431,Venomancer,22989.72,21707.97,692
16437,QueenOfPain,15127.22,15128.34,236
16437,Mars,9904.47,18145.84,634
16449,Jakiro,22087.09,11618.91,814
16467,Bloodseeker,10524.09,19585.84,820
16477,WitchDoctor,21908.34,12161.03,515
16491,Venomancer,23032.78,21060.12,692
16509,Jakiro,21575.72,11943.72,821
16519,Magnataur,15914.69,16036.66,747
16525,Mars,9931.94,18375.81,696
16527,Bloodseeker,11279.06,20263.72,828
16549,QueenOfPain,15356.44,14949.84,255
16551,Venomancer,23100.62,20413.69,692
16567,WitchDoctor,21635.44,12134.81,525
16583,DoomBringer,22501.5,13785.84,1254
16589,Magnataur,15612.59,15671.72,757
16595,Bloodseeker,10630.53,20636.72,823
16597,Mars,10269.53,18836.53,709
16603,Jakiro,21674.12,11779.78,824
16609,QueenOfPain,15564.53,14933.38,107
16611,Venomancer,23165.16,19771.94,692
16635,Alchemist,21819.0,10884.88,1000
16637,WitchDoctor,22079.03,11760.5,532
16655,Magnataur,15283.62,14825.5,767
16663,Jakiro,21954.69,11392.84,824
16665,DoomBringer,22397.34,13561.34,1254
16665,Bloodseeker,9967.38,20689.72,832
16671,Venomancer,23082.53,19152.28,692
16677,QueenOfPain,13979.78,14368.59,118
16681,Mars,10077.34,19270.97,707
16695,Alchemist,22365.31,11242.66,1000
16715,Magnataur,15702.22,15022.34,776
16717,WitchDoctor,22652.0,11576.22,541
16723,Jakiro,22610.97,11417.31,824
16731,Venomancer,23077.75,18502.31,692
16737,QueenOfPain,13757.47,14093.56,129
16741,Mars,10141.16,19639.31,716
16741,Bloodseeker,10046.09,19902.69,843
16757,Alchemist,22524.06,11242.84,1000
16763,DoomBringer,22494.75,13405.97,1254
16777,WitchDoctor,22951.75,10981.0,547
16777,Magnataur,15736.25,15685.03,858
16785,Jakiro,23037.38,11493.0,824
16785,Disruptor,23186.12,22879.56,786
16791,Venomancer,23045.06,17853.47,692
16797,QueenOfPain,14206.31,14588.5,180
16807,Mars,10065.16,19265.06,654
16809,Bloodseeker,9882.31,20205.03,820
16817,Alchemist,22675.25,11627.03,1000
16823,DoomBringer,22086.03,13000.78,1254
16839,WitchDoctor,22958.0,10469.06,556
16845,Jakiro,23482.53,11878.16,824
16851,Venomancer,23009.31,17204.47,692
16857,QueenOfPain,14680.28,15061.72,249
16867,Mars,10119.22,19444.0,663
16867,Magnataur,15788.09,16102.0,863
16883,DoomBringer,21681.97,12612.34,1254
16885,Bloodseeker,10062.19,20640.25,805
16887,Alchemist,22125.62,11609.19,1000
16905,WitchDoctor,22591.75,10155.84,579
16905,Jakiro,24009.78,12275.31,824
16911,Venomancer,22584.97,16767.28,692
16917,QueenOfPain,15241.84,15118.53,318
16927,Mars,10712.59,19518.44,672
16927,Magnataur,15731.38,16391.34,831
16945,DoomBringer,22106.97,12460.75,1254
16945,Bloodseeker,10571.69,21228.91,798
16963,Alchemist,22306.56,11442.94,1000
16965,WitchDoctor,22551.5,10740.44,633
16969,Jakiro,23795.06,12544.44,824
16971,Venomancer,22299.0,16281.0,692
16979,QueenOfPain,15073.19,15198.31,440
16987,Mars,10799.78,20055.72,681
16999,Magnataur,16197.66,16456.94,830
17007,DoomBringer,22619.78,12281.72,1251
17015,Bloodseeker,11043.94,20830.22,808
17025,WitchDoctor,22972.47,10843.0,654
17025,Alchemist,22474.81,11632.34,1000
17029,Jakiro,23200.78,12649.31,824
17031,Venomancer,22379.69,15642.28,692
17041,QueenOfPain,15234.06,15026.59,524
17055,Mars,11062.44,20227.47,691
17069,Magnataur,16246.47,16502.66,877
17075,Bloodseeker,10845.0,20600.09,729
17085,WitchDoctor,23312.62,11299.31,675
17085,Alchemist,22609.84,12314.56,971
17085,DoomBringer,22616.44,12739.19,1160
17091,Venomancer,22593.22,15039.72,692
17101,QueenOfPain,15482.47,15627.06,594
17103,Disruptor,11889.16,21458.88,786
17115,Mars,10930.91,20100.75,701
17145,WitchDoctor,23308.03,11957.44,696
17145,DoomBringer,22589.34,13062.91,816
17145,Bloodseeker,11189.47,21000.38,707
17157,Venomancer,22951.84,14572.59,692
17161,Alchemist,22628.12,12911.31,930
17163,Disruptor,11985.91,20818.75,786
17171,QueenOfPain,15740.88,16062.44,631
17171,Magnataur,16238.91,16746.0,982
17183,Mars,10835.56,20601.25,711
17185,Jakiro,22910.28,12753.53,733
17205,WitchDoctor,23076.56,12606.34,716
17221,Venomancer,22940.09,13935.06,692
17225,DoomBringer,22588.91,13152.59,397
17231,Magnataur,16242.22,16245.66,993
17239,Disruptor,11394.78,20554.81,786
17251,Bloodseeker,10997.12,20916.28,397
17253,Mars,10541.03,20701.41,701
17255,Alchemist,22416.84,13193.84,778
17281,WitchDoctor,22949.41,12860.44,675
17293,QueenOfPain,15852.56,16137.09,496
17295,DoomBringer,22548.97,13410.25,60
17299,Disruptor,10855.56,20434.12,786
17303,Venomancer,22966.69,13533.94,692
17305,Magnataur,15937.84,16160.97,899
17311,Jakiro,22746.78,13014.25,530
17313,Mars,10124.91,21042.62,688
17325,Bloodseeker,10313.47,20899.59,425
17339,Alchemist,22113.53,13050.72,703
17353,WitchDoctor,23012.53,12660.03,657
17355,QueenOfPain,14789.59,16983.09,504
17363,Disruptor,10889.03,20517.0,747
17375,Jakiro,22931.47,12777.94,273
17377,Mars,9909.44,21100.72,540
17393,Magnataur,15809.66,16314.03,850
17399,Alchemist,21915.56,12455.78,693
17409,Bloodseeker,10218.91,20806.44,436
17413,WitchDoctor,23236.53,12199.56,664
17425,QueenOfPain,14596.47,16902.38,515
17437,Mars,11317.91,20701.16,321
17445,Disruptor,11226.19,20472.0,612
17453,Magnataur,15426.78,16613.53,830
17453,Venomancer,22968.62,13058.59,616
17459,Alchemist,22257.28,12075.97,702
17473,WitchDoctor,23387.0,11689.12,662
17477,Bloodseeker,11176.97,20745.06,488
17497,QueenOfPain,14534.06,16883.0,524
17503,Mars,11802.12,20728.16,282
17513,Magnataur,15007.12,16940.94,810
17515,Venomancer,22985.59,13300.19,359
17519,Alchemist,22521.69,12329.25,711
17533,WitchDoctor,23160.56,11197.75,661
17545,Disruptor,11412.25,20538.19,612
17547,Bloodseeker,11822.38,20652.84,508
17563,Mars,12069.09,20271.44,219
17569,QueenOfPain,14522.53,16727.19,536
17575,Venomancer,23009.62,13650.28,259
17583,Magnataur,14733.91,17222.88,743
17601,Alchemist,22450.66,12395.88,723
17617,WitchDoctor,23047.06,10843.22,671
17629,QueenOfPain,14847.41,16163.78,545
17631,Mars,11751.22,19961.38,103
17633,Bloodseeker,12247.56,20831.44,393
17633,Disruptor,11492.53,20453.03,364
17635,Venomancer,22821.31,14189.72,266
17655,Magnataur,14631.09,16220.56,629
17691,Mars,12209.97,19905.88,112
17693,Disruptor,11302.94,20006.38,356
17697,Venomancer,22509.91,14570.5,274
17701,Alchemist,22524.78,12361.25,738
17703,QueenOfPain,14856.84,15809.56,388
17713,Bloodseeker,12560.19,20062.47,403
17727,Magnataur,15030.28,15938.47,553
17751,Mars,12352.66,19383.09,60
17753,Disruptor,11901.53,19958.41,362
17765,Venomancer,22428.09,14040.22,283
17767,WitchDoctor,10658.19,18781.41,672
17789,Bloodseeker,12213.72,19384.66,568
17795,Alchemist,22319.94,12165.06,753
17819,Disruptor,11489.97,19971.78,402
17825,Venomancer,22195.19,13857.69,291
17827,WitchDoctor,10775.25,18174.38,681
17829,Magnataur,15030.28,15938.47,723
17837,QueenOfPain,15075.69,15774.31,199
17849,Bloodseeker,11115.28,19356.12,576
17855,Alchemist,21853.81,11860.5,762
17879,Disruptor,11351.88,20344.94,409
17885,Venomancer,22460.84,14286.28,299
17889,WitchDoctor,10288.84,18112.0,802
17899,QueenOfPain,14649.38,15287.31,199
17909,Bloodseeker,10382.88,20045.28,585
17917,Alchemist,21467.0,11777.72,771
17919,Magnataur,14852.34,15542.91,444
17941,Disruptor,11232.34,20460.31,416
17951,WitchDoctor,9632.44,18130.38,802
17967,QueenOfPain,13378.28,14887.41,209
17975,Venomancer,22761.56,14504.88,310
17977,Alchemist,20990.0,12102.12,780
17983,Magnataur,15407.09,15858.34,385
18005,Bloodseeker,10024.38,20430.03,599
18005,Disruptor,10953.12,19966.47,423
18011,WitchDoctor,9524.09,18377.16,802
18027,QueenOfPain,14025.28,14945.62,219
18035,Venomancer,23102.06,14899.91,307
18037,Alchemist,20761.06,11543.47,789
18043,Magnataur,15769.34,15669.03,242
18065,Disruptor,11030.25,19316.09,430
18071,WitchDoctor,9164.34,18112.72,802
18087,DoomBringer,23173.84,22549.97,1342
18087,Bloodseeker,10251.66,20851.47,761
18095,Venomancer,23105.28,14706.12,335
18099,QueenOfPain,14596.38,14926.12,232
18101,Alchemist,20453.66,11141.53,799
18103,Magnataur,15900.81,15050.78,223
18127,Disruptor,10954.03,19361.47,437
18135,WitchDoctor,9143.94,18240.41,802
18147,DoomBringer,23012.69,21907.94,1342
18155,Bloodseeker,10188.19,20799.72,819
18163,Alchemist,20465.38,10931.53,808
18163,Magnataur,15738.28,14436.84,278
18171,QueenOfPain,14699.91,14593.62,244
18183,Venomancer,23026.16,14578.78,347
18187,Disruptor,10440.22,19784.44,444
18197,WitchDoctor,9322.62,18241.78,802
18207,DoomBringer,23046.38,21242.38,1342
18223,Bloodseeker,10251.34,20644.81,829
18229,Magnataur,15656.91,14405.44,378
18231,QueenOfPain,15029.22,14652.47,96
18231,Alchemist,20602.91,10623.06,808
18247,Disruptor,10249.78,20311.97,451
18267,DoomBringer,23101.06,20577.62,1342
18269,WitchDoctor,9705.25,18508.88,802
18283,Venomancer,23050.88,14713.69,360
18295,Magnataur,14632.53,14758.69,417
18299,Alchemist,20898.06,10612.16,821
18313,Disruptor,9739.56,20515.84,458
18327,DoomBringer,23228.91,19959.12,1342
18341,Bloodseeker,10156.06,20573.0,941
18355,Magnataur,14641.78,15290.06,427
18357,WitchDoctor,10009.28,18791.84,802
18357,Venomancer,22648.53,14861.28,370
18359,Alchemist,21419.12,10527.03,832
18373,Disruptor,9068.38,20618.91,465
18387,DoomBringer,23710.09,19555.56,1342
18415,Magnataur,15042.28,15661.28,437
18419,Alchemist,21265.09,10852.31,843
18437,Venomancer,23084.06,14745.16,381
18445,Disruptor,9244.62,20301.0,473
18447,DoomBringer,23732.19,18898.78,1342
18479,Jakiro,14437.69,15702.06,890
18481,Alchemist,20896.69,11130.0,854
18495,Magnataur,15298.72,15812.5,345
18499,WitchDoctor,10185.94,19229.06,802
18501,Bloodseeker,10296.53,20563.19,1000
18507,DoomBringer,24000.38,18308.06,1342
18515,Disruptor,9436.44,19870.88,481
18519,Venomancer,22941.53,14241.69,392
18539,Jakiro,15089.5,15793.72,890
18553,Alchemist,20596.56,10948.5,856
18555,Magnataur,15700.0,16023.47,262
18559,WitchDoctor,9759.03,18703.38,802
18567,DoomBringer,24333.44,17747.94,1342
18569,Mars,10608.97,18054.72,1066
18579,Venomancer,22801.44,13607.66,400
18597,Bloodseeker,10364.84,20405.59,1000
18615,Magnataur,16111.78,16214.97,99
18619,WitchDoctor,9307.75,18262.84,802
18629,Mars,10041.66,17915.97,1066
18633,Jakiro,15692.91,16007.38,956
18637,DoomBringer,24198.66,17259.22,1342
18643,Alchemist,20723.72,11038.69,829
18661,Venomancer,22647.44,13784.88,412
18675,Magnataur,16525.28,16197.75,66
18679,WitchDoctor,8801.34,17857.56,802
18689,Mars,9373.12,17981.12,1066
18697,DoomBringer,23651.12,16910.78,1342
18705,Bloodseeker,10253.16,20373.97,1000
18707,Jakiro,15881.81,15993.62,911
18711,Alchemist,21084.94,11279.16,838
18713,Disruptor,9417.06,20101.72,503
18735,Magnataur,17200.12,16127.16,159
18735,Venomancer,22777.06,13546.22,422
18749,Mars,8756.88,17828.41,1066
18757,DoomBringer,23153.06,16489.28,1342
18767,Jakiro,16593.94,16140.44,706
18771,Alchemist,21659.0,11268.34,847
18781,WitchDoctor,8765.38,17891.84,802
18783,Disruptor,9177.38,19809.56,511
18795,Bloodseeker,10174.94,19998.66,1000
18799,Magnataur,17570.66,16133.97,159
18817,DoomBringer,22954.03,15859.97,1342
18829,Venomancer,22787.53,13571.88,435
18831,Mars,8476.28,17179.03,1066
18835,Alchemist,22092.81,10959.31,857
18841,WitchDoctor,9357.47,18244.38,802
18849,Jakiro,17093.97,16056.47,717
18865,Magnataur,18212.25,16978.94,161
18877,DoomBringer,22925.25,15193.91,1342
18901,WitchDoctor,9874.19,18252.69,802
18905,Alchemist,21682.94,10527.88,869
18909,Jakiro,17711.91,16256.62,740
18909,Bloodseeker,9898.47,19589.91,1000
18911,Mars,8578.84,17350.84,1066
18917,Disruptor,9573.75,19668.97,526
18925,Magnataur,18353.78,17410.72,171
18937,DoomBringer,22912.22,14527.59,1342
18941,Venomancer,22963.94,13612.66,450
18961,WitchDoctor,9474.53,17882.22,802
18969,Jakiro,17585.97,16126.12,749
18969,Bloodseeker,9149.28,19161.56,1000
18985,Alchemist,21277.44,10335.69,884
18985,Magnataur,18617.06,17901.81,183
18989,Disruptor,9503.41,19298.59,534
18997,DoomBringer,22730.56,13895.62,1342
19021,WitchDoctor,9123.16,17383.62,802
19021,Mars,8627.78,17138.34,1066
19029,Jakiro,17290.97,15588.88,757
19029,Bloodseeker,8613.0,18584.91,1000
19035,Venomancer,23163.59,14025.38,462
19045,Magnataur,19116.38,18392.22,199
19049,Disruptor,8922.59,18962.62,541
19057,DoomBringer,22434.75,13297.81,1342
19063,Alchemist,21420.0,10362.44,898
19085,WitchDoctor,9240.41,17166.16,802
19089,Jakiro,16636.56,15719.31,765
19089,Bloodseeker,8472.16,17870.44,1000
19095,Mars,8353.75,17024.22,1066
19095,Venomancer,23761.78,14279.53,470
19105,Magnataur,19652.59,18841.28,215
19109,Disruptor,8543.0,18422.94,547
19117,DoomBringer,21956.78,12849.38,1342
19149,Jakiro,16284.22,15680.44,773
19163,Venomancer,24262.88,14441.66,478
19165,WitchDoctor,9159.53,17763.53,802
19165,Magnataur,20188.44,19291.69,227
19169,Alchemist,21746.94,10325.03,918
19169,Disruptor,8244.25,18009.84,554
19177,DoomBringer,21542.0,12344.09,1342
19181,Mars,8336.38,17017.31,1066
19189,Bloodseeker,8419.56,17873.38,841
19209,Jakiro,16853.56,15327.97,781
19225,Magnataur,20717.72,19738.62,243
19235,WitchDoctor,8880.97,17963.34,802
19237,DoomBringer,21565.22,11849.75,1342
